Unnamed: 0,State,Metropolitan.Nonmetropolitan,County,County.2,Violent.crime,Murder.and.nonnegligent.manslaughter,Rape,Robbery,Aggravated.assault,Property.crime,Burglary,Larceny..theft,Motor.vehicle.theft,Arson1,Percent..SEX.AND.AGE..Total.population,Percent..SEX.AND.AGE..Male,Percent..SEX.AND.AGE..Female,Percent..SEX.AND.AGE..Under.5.years,Percent..SEX.AND.AGE..5.to.9.years,Percent..SEX.AND.AGE..10.to.14.years,Percent..SEX.AND.AGE..15.to.19.years,Percent..SEX.AND.AGE..20.to.24.years,Percent..SEX.AND.AGE..25.to.34.years,Percent..SEX.AND.AGE..35.to.44.years,Percent..SEX.AND.AGE..45.to.54.years,Percent..SEX.AND.AGE..55.to.59.years,Percent..SEX.AND.AGE..60.to.64.years,Percent..SEX.AND.AGE..65.to.74.years,Percent..SEX.AND.AGE..75.to.84.years,Percent..SEX.AND.AGE..85.years.and.over,Percent..SEX.AND.AGE..Median.age..years.,Percent..SEX.AND.AGE..18.years.and.over,Percent..SEX.AND.AGE..21.years.and.over,Percent..SEX.AND.AGE..62.years.and.over,Percent..SEX.AND.AGE..65.years.and.over,Percent..SEX.AND.AGE..18.years.and.over.1,Percent..SEX.AND.AGE..Male.1,Percent..SEX.AND.AGE..Female.1,Percent..SEX.AND.AGE..65.years.and.over.1,Percent..SEX.AND.AGE..Male.2,Percent..SEX.AND.AGE..Female.2,Percent..RACE..Total.population,Percent..RACE..One.race,Percent..RACE..Two.or.more.races,Percent..RACE..One.race.1,Percent..RACE..One.race..White,Percent..RACE..One.race..Black.or.African.American,Percent..RACE..One.race..American.Indian.and.Alaska.Native,Percent..RACE..One.race..American.Indian.and.Alaska.Native..Cherokee.tribal.grouping,Percent..RACE..One.race..American.Indian.and.Alaska.Native..Chippewa.tribal.grouping,Percent..RACE..One.race..American.Indian.and.Alaska.Native..Navajo.tribal.grouping,Percent..RACE..One.race..American.Indian.and.Alaska.Native..Sioux.tribal.grouping,Percent..RACE..One.race..Asian,Percent..RACE..One.race..Asian..Asian.Indian,Percent..RACE..One.race..Asian..Chinese,Percent..RACE..One.race..Asian..Filipino,Percent..RACE..One.race..Asian..Japanese,Percent..RACE..One.race..Asian..Korean,Percent..RACE..One.race..Asian..Vietnamese,Percent..RACE..One.race..Asian..Other.Asian,Percent..RACE..One.race..Native.Hawaiian.and.Other.Pacific.Islander,Percent..RACE..One.race..Native.Hawaiian.and.Other.Pacific.Islander..Native.Hawaiian,Percent..RACE..One.race..Native.Hawaiian.and.Other.Pacific.Islander..Guamanian.or.Chamorro,Percent..RACE..One.race..Native.Hawaiian.and.Other.Pacific.Islander..Samoan,Percent..RACE..One.race..Native.Hawaiian.and.Other.Pacific.Islander..Other.Pacific.Islander,Percent..RACE..One.race..Some.other.race,Percent..RACE..Two.or.more.races.1,Percent..RACE..Two.or.more.races..White.and.Black.or.African.American,Percent..RACE..Two.or.more.races..White.and.American.Indian.and.Alaska.Native,Percent..RACE..Two.or.more.races..White.and.Asian,Percent..RACE..Two.or.more.races..Black.or.African.American.and.American.Indian.and.Alaska.Native,Percent..RACE..Race.alone.or.in.combination.with.one.or.more.other.races..Total.population,Percent..RACE..White,Percent..RACE..Black.or.African.American,Percent..RACE..American.Indian.and.Alaska.Native,Percent..RACE..Asian,Percent..RACE..Native.Hawaiian.and.Other.Pacific.Islander,Percent..RACE..Some.other.race,Percent..HISPANIC.OR.LATINO.AND.RACE..Total.population,Percent..HISPANIC.OR.LATINO.AND.RACE..Hispanic.or.Latino..of.any.race.,Percent..HISPANIC.OR.LATINO.AND.RACE..Hispanic.or.Latino..of.any.race...Mexican,Percent..HISPANIC.OR.LATINO.AND.RACE..Hispanic.or.Latino..of.any.race...Puerto.Rican,Percent..HISPANIC.OR.LATINO.AND.RACE..Hispanic.or.Latino..of.any.race...Cuban,Percent..HISPANIC.OR.LATINO.AND.RACE..Hispanic.or.Latino..of.any.race...Other.Hispanic.or.Latino,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..White.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Black.or.African.American.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..American.Indian.and.Alaska.Native.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Asian.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Native.Hawaiian.and.Other.Pacific.Islander.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Some.other.race.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Two.or.more.races,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Two.or.more.races..Two.races.including.Some.other.race,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Two.or.more.races..Two.races.excluding.Some.other.race..and.Three.or.more.races,Percent..Total.housing.units,Median_Income_2023
1500,NORTH DAKOTA,Metropolitan County,Morton,Morton County,5,0.0,0.0,0,5,74,13,48,13,0.0,3244.0,48.3,51.7,7.5,6.9,7.7,7.2,6.3,11.8,12.6,13.7,5.5,4.1,8.1,4.6,4.1,(X),72.7,69.9,19.1,16.8,2359.0,47.6,52.4,544.0,42.5,57.5,3244.0,99.8,0.2,99.8,88.5,0.9,3.2,2.5,0.0,0.0,0.0,1.4,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.2,0.1,0.1,0.0,0.0,3244.0,88.7,0.9,3.3,1.4,0.0,5.8,3244.0,17.2,15.6,0.0,0.0,1.6,82.8,76.6,0.9,3.2,1.4,0.0,0.6,0.2,0.0,0.2,(X),58093.0
1501,NORTH DAKOTA,Metropolitan County,Ward,Ward County,34,0.0,9.0,1,24,49,10,28,11,0.0,59461.0,50.4,49.6,7.3,5.9,6.2,7.4,11.0,14.3,11.6,13.1,5.8,4.3,6.2,4.4,2.3,(X),76.6,70.7,15.5,13.0,45529.0,50.1,49.9,7744.0,41.7,58.3,59461.0,97.3,2.7,97.3,90.9,2.3,2.3,0.1,0.7,0.0,0.5,0.9,0.1,0.1,0.3,0.2,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.1,0.9,2.7,0.9,1.0,0.6,0.0,59461.0,93.5,3.2,3.4,1.5,0.2,0.9,59461.0,3.0,1.7,0.4,0.0,0.8,97.0,89.1,2.2,2.1,0.8,0.1,0.0,2.6,0.0,2.6,(X),71754.0
1502,NORTH DAKOTA,Nonmetropolitan County,Barnes,Barnes County,0,0.0,0.0,0,0,5,2,3,0,0.0,11056.0,49.6,50.4,5.5,5.0,5.9,6.7,6.7,10.3,10.6,15.8,8.1,5.4,9.5,6.5,4.0,(X),79.9,75.1,23.1,20.0,8832.0,49.8,50.2,2208.0,42.9,57.1,11056.0,99.3,0.7,99.3,96.8,0.1,0.8,0.0,0.2,0.0,0.2,1.4,1.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.2,0.1,0.0,0.0,11056.0,97.5,0.6,1.2,1.4,0.0,0.3,11056.0,1.2,1.0,0.0,0.0,0.2,98.8,96.2,0.1,0.8,1.4,0.0,0.0,0.4,0.0,0.4,(X),70559.0
1503,NORTH DAKOTA,Nonmetropolitan County,Benson,Benson County,4,0.0,3.0,0,1,6,2,4,0,0.0,6662.0,50.1,49.9,10.3,9.4,8.4,9.1,5.5,9.9,11.4,12.4,6.1,4.5,6.6,4.8,1.6,(X),66.0,61.7,15.7,13.0,4395.0,50.1,49.9,864.0,49,51,6662.0,98.9,1.1,98.9,45.1,0.2,52.9,0.0,2.9,0.0,47.3,0.5,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,0.0,1.0,0.0,0.1,6662.0,46.1,0.3,54.0,0.5,0.0,0.1,6662.0,1.4,1.2,0.0,0.0,0.2,98.6,44.7,0.2,52.0,0.5,0.0,0.1,1.1,0.0,1.1,(X),60632.0
1504,NORTH DAKOTA,Nonmetropolitan County,Billings,Billings County,0,0.0,0.0,0,0,2,0,2,0,0.0,897.0,50.2,49.8,8.2,5.2,4.9,5.4,3.5,8.2,9.5,23.6,8.1,5.9,9.7,5.4,2.3,(X),77.7,76.3,20.4,17.4,697.0,49.1,50.9,156.0,47.4,52.6,897.0,100.0,0.0,100.0,96.8,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897.0,96.8,0.0,3.2,0.0,0.0,0.0,897.0,0.0,0.0,0.0,0.0,0.0,100.0,96.8,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,(X),82565.0
1505,NORTH DAKOTA,Nonmetropolitan County,Bottineau,Bottineau County,2,0.0,1.0,0,1,45,2,39,4,0.0,6430.0,51.1,48.9,4.9,4.8,5.1,7.6,5.2,7.6,11.0,16.5,8.5,7.6,10.2,6.2,4.9,(X),81.2,76.3,25.1,21.3,5223.0,50.5,49.5,1371.0,46.8,53.2,6430.0,98.5,1.5,98.5,94.6,0.2,2.6,0.0,1.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,1.0,1.5,0.4,0.5,0.0,0.0,6430.0,96.1,0.6,3.2,0.0,0.5,1.2,6430.0,0.8,0.4,0.3,0.0,0.1,99.2,94.2,0.2,2.6,0.0,0.1,0.9,1.3,0.0,1.2,(X),74272.0
1506,NORTH DAKOTA,Nonmetropolitan County,Cavalier,Cavalier County,2,0.0,1.0,0,1,15,5,10,0,0.0,4046.0,51.5,48.5,5.1,4.5,5.0,6.7,3.6,7.5,9.0,17.7,8.9,7.7,10.9,9.0,4.3,(X),80.1,78.4,28.7,24.2,3241.0,51.3,48.7,981.0,43.6,56.4,4046.0,99.6,0.4,99.6,98.4,0.2,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.1,0.0,4046.0,98.8,0.5,1.0,0.1,0.0,0.0,4046.0,0.0,0.0,0.0,0.0,0.0,100.0,98.4,0.2,1.0,0.0,0.0,0.0,0.4,0.0,0.4,(X),80749.0
1507,NORTH DAKOTA,Nonmetropolitan County,Dunn,Dunn County,1,0.0,0.0,0,1,16,1,11,4,0.0,3477.0,51.7,48.3,5.0,4.9,7.6,7.4,5.3,9.4,11.5,16.1,7.2,7.7,9.1,6.0,2.7,(X),77.3,74.3,21.7,17.9,2686.0,53.4,46.6,621.0,48.1,51.9,3477.0,95.9,4.1,95.9,85.2,0.2,9.4,0.0,0.0,0.0,0.4,0.4,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,4.1,0.0,2.7,0.2,0.0,3477.0,88.1,0.2,13.2,0.6,0.0,1.9,3477.0,2.2,1.6,0.0,0.0,0.5,97.8,85.0,0.1,9.4,0.4,0.0,0.0,2.9,0.4,2.5,(X),87618.0
1508,NORTH DAKOTA,Nonmetropolitan County,Emmons,Emmons County,0,0.0,0.0,0,0,20,6,14,0,0.0,3617.0,51.2,48.8,4.7,5.7,7.1,6.6,1.4,6.5,10.8,16.1,7.1,6.9,12.1,10.9,4.1,(X),78.1,75.4,31.1,27.2,2826.0,51.2,48.8,983.0,46.9,53.1,3617.0,99.7,0.3,99.7,99.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,3617.0,99.8,0.6,0.0,0.0,0.0,0.0,3617.0,0.1,0.1,0.0,0.0,0.0,99.9,99.4,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.3,(X),65012.0
1509,NORTH DAKOTA,Nonmetropolitan County,McIntosh,McIntosh County,0,0.0,0.0,0,0,5,0,5,0,0.0,13817.0,48.5,51.5,5.7,4.6,7.8,8.7,6.2,7.9,12.9,15.5,8.1,6.7,10.5,4.4,0.9,(X),76.9,70.9,20.2,15.8,10629.0,47.9,52.1,2184.0,48.3,51.7,13817.0,99.5,0.5,99.5,61.3,37.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.0,0.2,0.1,13817.0,61.7,37.3,0.1,0.8,0.0,0.6,13817.0,1.7,0.5,0.0,0.0,1.2,98.3,60.6,36.6,0.0,0.6,0.0,0.3,0.1,0.0,0.1,(X),56573.0
1510,NORTH DAKOTA,Nonmetropolitan County,McKenzie,McKenzie County,12,1.0,1.0,0,10,80,12,49,19,2.0,6004.0,50.9,49.1,7.2,8.1,5.9,8.0,5.6,11.1,11.5,15.7,6.7,5.9,7.8,3.9,2.6,(X),73.5,69.7,17.3,14.4,4414.0,50.6,49.4,862.0,46.5,53.5,6004.0,98.8,1.2,98.8,76.0,0.2,21.4,0.0,0.9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,0.4,0.2,0.3,0.0,6004.0,77.2,0.6,21.7,1.3,0.0,0.5,6004.0,2.1,2.1,0.0,0.0,0.0,97.9,75.0,0.2,21.0,1.0,0.0,0.0,0.7,0.0,0.7,(X),99157.0
1511,NORTH DAKOTA,Nonmetropolitan County,McLean,McLean County,9,0.0,2.0,1,6,49,10,31,8,0.0,166706.0,48.4,51.6,6.4,6.6,6.1,8.8,12.5,13.7,12.7,13.4,5.5,4.0,5.3,3.4,1.6,(X),77.2,69.2,12.5,10.2,128726.0,47.8,52.2,17044.0,42.3,57.7,166706.0,97.8,2.2,97.8,85.0,7.1,0.2,0.1,0.0,0.0,0.0,4.0,2.6,0.7,0.1,0.1,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0,1.4,2.2,1.0,0.3,0.2,0.1,166706.0,87.1,8.4,0.6,4.4,0.0,1.9,166706.0,4.1,2.9,0.4,0.1,0.7,95.9,83.0,7.0,0.1,4.0,0.0,0.1,1.7,0.0,1.7,(X),79622.0
1512,NORTH DAKOTA,Nonmetropolitan County,Mercer,Mercer County,2,0.0,1.0,1,0,14,3,9,2,0.0,16551.0,49.1,50.9,5.8,6.9,6.4,6.4,4.7,10.0,12.9,15.8,8.3,5.7,9.0,4.7,3.6,(X),77.1,73.8,20.6,17.3,12754.0,48.7,51.3,2867.0,43.9,56.1,16551.0,99.2,0.8,99.2,97.8,0.4,0.2,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.6,0.8,0.1,0.2,0.1,0.0,16551.0,98.6,0.5,0.4,0.3,0.1,0.9,16551.0,1.5,1.3,0.1,0.0,0.2,98.5,97.1,0.4,0.2,0.2,0.1,0.0,0.5,0.0,0.5,(X),77098.0
1513,NORTH DAKOTA,Nonmetropolitan County,Mountrail,Mountrail County,2,0.0,0.0,0,2,54,13,31,10,1.0,7228.0,53.9,46.1,6.5,6.1,7.3,7.8,6.3,12.6,11.0,15.3,7.2,5.6,7.1,4.2,2.9,(X),75.3,71.1,16.9,14.2,5443.0,53.4,46.6,1024.0,48.5,51.5,7228.0,96.0,4.0,96.0,66.5,0.5,28.4,0.0,1.1,0.1,2.3,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,4.0,0.0,3.2,0.0,0.5,7228.0,69.9,1.2,32.3,0.1,0.0,0.6,7228.0,3.0,2.5,0.3,0.0,0.2,97.0,64.5,0.5,28.1,0.1,0.0,0.0,3.8,0.0,3.8,(X),73541.0
1514,NORTH DAKOTA,Nonmetropolitan County,Nelson,Nelson County,4,0.0,1.0,0,3,5,3,2,0,0.0,42523.0,49.0,51.0,7.0,7.4,7.6,6.7,5.1,13.4,14.6,15.5,6.5,5.0,6.6,3.3,1.4,(X),73.6,70.7,13.9,11.3,31313.0,48.3,51.7,4810.0,42.7,57.3,42523.0,98.5,1.5,98.5,92.8,4.9,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.4,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.1,1.5,0.5,0.4,0.1,0.0,42523.0,94.3,5.4,0.5,0.7,0.3,0.4,42523.0,1.9,1.4,0.4,0.1,0.1,98.1,91.2,4.9,0.1,0.6,0.1,0.0,1.3,0.1,1.2,(X),65928.0
1515,NORTH DAKOTA,Nonmetropolitan County,Pembina,Pembina County,5,0.0,0.0,0,5,20,3,15,2,0.0,7530.0,50.6,49.4,5.0,6.2,6.0,5.8,4.9,9.2,11.3,17.1,8.0,6.4,8.8,6.2,5.3,(X),78.3,76.2,24.1,20.3,5897.0,50.5,49.5,1527.0,45.3,54.7,7530.0,98.6,1.4,98.6,96.4,0.1,1.9,0.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.4,0.1,1.0,0.1,0.0,7530.0,97.8,0.2,2.9,0.2,0.0,0.3,7530.0,2.7,1.6,0.7,0.0,0.5,97.3,94.0,0.1,1.9,0.0,0.0,0.0,1.2,0.0,1.2,(X),75603.0
1516,NORTH DAKOTA,Nonmetropolitan County,Ransom,Ransom County,2,0.0,0.0,0,2,19,1,14,4,0.0,5624.0,51.4,48.6,5.8,5.3,8.3,7.2,3.0,9.9,12.4,15.5,7.7,5.0,7.9,6.3,5.6,(X),75.7,73.3,23.3,19.9,4259.0,50.6,49.4,1119.0,44.1,55.9,5624.0,99.3,0.7,99.3,97.5,0.2,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,0.0,0.1,0.7,0.1,0.6,0.0,0.0,5624.0,98.2,0.3,0.9,0.0,1.2,0.1,5624.0,1.5,0.2,1.2,0.0,0.1,98.5,97.2,0.2,0.3,0.0,0.0,0.0,0.7,0.0,0.7,(X),78270.0
1517,NORTH DAKOTA,Nonmetropolitan County,Richland,Richland County,2,0.0,1.0,0,1,28,7,19,2,1.0,16166.0,49.0,51.0,6.0,6.0,6.4,6.4,5.7,11.0,12.6,14.8,6.3,5.9,9.3,6.7,2.9,(X),77.7,73.9,22.4,18.9,12566.0,48.2,51.8,3059.0,42.1,57.9,16166.0,98.6,1.4,98.6,96.8,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.4,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.3,0.5,0.0,0.0,16166.0,97.8,1.2,1.1,0.9,0.0,0.6,16166.0,0.4,0.4,0.0,0.0,0.0,99.6,96.7,1.0,0.0,0.9,0.0,0.0,1.1,0.1,1.0,(X),57119.0
1518,NORTH DAKOTA,Nonmetropolitan County,Rolette,Rolette County,7,0.0,1.0,0,6,12,3,6,3,0.0,13766.0,49.8,50.2,9.7,8.4,9.4,9.5,6.7,11.2,12.1,13.7,5.3,4.4,5.7,3.2,0.8,(X),66.4,61.3,11.9,9.8,9135.0,48.6,51.4,1343.0,46.1,53.9,13766.0,98.0,2.0,98.0,21.5,0.1,75.4,0.0,67.8,0.0,1.3,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.5,2.0,0.1,1.1,0.7,0.0,13766.0,23.5,0.3,76.5,1.1,0.2,0.6,13766.0,1.0,0.6,0.4,0.0,0.0,99.0,21.4,0.1,75.2,0.2,0.2,0.2,1.7,0.0,1.7,(X),56952.0
1519,NORTH DAKOTA,Nonmetropolitan County,Sargent,Sargent County,5,0.0,1.0,0,4,9,4,4,1,0.0,3971.0,53.0,47.0,5.0,6.7,6.4,6.8,4.2,9.5,11.1,16.8,8.2,6.7,9.7,7.5,1.2,(X),76.6,74.2,22.9,18.4,3042.0,52.5,47.5,732.0,47.8,52.2,3971.0,99.8,0.2,99.8,97.5,0.4,0.5,0.0,0.0,0.0,0.1,1.1,0.0,0.0,0.0,0.1,0.3,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.2,0.0,0.0,3971.0,97.7,0.4,0.8,1.1,0.0,0.3,3971.0,0.4,0.3,0.0,0.0,0.1,99.6,97.1,0.4,0.5,1.1,0.0,0.3,0.2,0.0,0.2,(X),79053.0
1520,NORTH DAKOTA,Nonmetropolitan County,Sheridan,Sheridan County,0,0.0,0.0,0,0,9,1,7,1,0.0,2578.0,51.1,48.9,6.4,5.7,7.3,6.2,4.3,8.1,10.4,17.1,6.6,6.1,9.6,7.5,4.7,(X),76.5,73.7,25.3,21.8,1971.0,50.3,49.7,561.0,43.1,56.9,2578.0,99.0,1.0,99.0,97.7,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.8,0.2,0.0,0.0,2578.0,98.7,1.4,0.5,0.0,0.0,0.3,2578.0,3.1,3.1,0.0,0.0,0.0,96.9,95.3,0.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,(X),65350.0
1521,NORTH DAKOTA,Nonmetropolitan County,Stark,Stark County,13,0.0,1.0,0,12,67,5,47,15,0.0,6086.0,48.5,51.5,5.9,7.3,7.2,6.3,4.8,9.8,12.3,14.3,7.9,5.0,9.7,6.2,3.3,(X),75.1,72.5,21.5,19.1,4572.0,48.3,51.7,1165.0,42.8,57.2,6086.0,99.1,0.9,99.1,98.1,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.3,0.1,0.4,0.0,6086.0,99.0,0.4,0.1,1.1,0.0,0.2,6086.0,1.2,1.1,0.0,0.1,0.0,98.8,97.2,0.1,0.0,0.8,0.0,0.0,0.8,0.0,0.8,(X),69523.0
1522,NORTH DAKOTA,Nonmetropolitan County,Stutsman,Stutsman County,5,0.0,2.0,0,3,30,4,22,4,0.0,20984.0,50.5,49.5,5.7,4.7,6.6,7.0,7.6,10.7,11.4,16.3,7.2,5.7,7.6,6.5,3.0,(X),79.1,74.2,19.7,17.1,16606.0,50.3,49.7,3580.0,42.4,57.6,20984.0,98.8,1.2,98.8,95.9,0.4,1.6,0.0,0.5,0.1,0.5,0.3,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,1.2,0.1,1.0,0.0,0.0,20984.0,97.1,0.4,2.7,0.3,0.1,0.6,20984.0,1.5,1.3,0.0,0.0,0.1,98.5,95.1,0.4,1.6,0.3,0.0,0.1,1.1,0.1,1.0,(X),69088.0
1523,NORTH DAKOTA,Nonmetropolitan County,Towner,Towner County,0,0.0,0.0,0,0,5,2,3,0,0.0,2289.0,48.7,51.3,2.9,6.3,7.3,6.7,4.7,4.0,13.2,16.3,6.2,6.4,12.2,10.1,3.6,(X),79.5,75.7,29.5,26.0,1820.0,48.5,51.5,594.0,45.6,54.4,2289.0,97.6,2.4,97.6,95.9,0.2,1.3,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,1.9,0.0,0.0,2289.0,98.4,0.2,3.2,0.1,0.1,0.4,2289.0,0.4,0.4,0.0,0.0,0.0,99.6,95.9,0.2,1.3,0.1,0.0,0.0,2.1,0.0,2.1,(X),76241.0
1524,NORTH DAKOTA,Nonmetropolitan County,Traill,Traill County,3,0.0,1.0,0,2,45,5,29,11,0.0,8190.0,50.8,49.2,5.5,6.0,6.2,7.5,7.1,9.5,11.7,15.8,6.6,5.4,7.8,7.0,4.0,(X),77.8,73.0,21.6,18.8,6372.0,50.2,49.8,1538.0,41.9,58.1,8190.0,99.3,0.7,99.3,96.2,0.4,1.0,0.0,0.8,0.0,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.7,0.1,0.2,0.1,0.0,8190.0,96.9,0.5,1.2,0.4,0.0,1.7,8190.0,2.5,2.2,0.0,0.0,0.3,97.5,95.4,0.4,1.0,0.3,0.0,0.1,0.4,0.0,0.4,(X),82020.0
1525,NORTH DAKOTA,Nonmetropolitan County,Walsh,Walsh County,10,0.0,4.0,1,5,37,4,28,5,0.0,11286.0,49.6,50.4,5.7,5.1,6.8,6.6,4.9,9.2,11.7,16.2,8.9,4.4,9.1,7.2,4.2,(X),77.7,74.5,22.5,20.5,8770.0,49.7,50.3,2312.0,43.1,56.9,11286.0,99.5,0.5,99.5,93.4,0.2,1.9,0.0,1.0,0.0,0.3,0.3,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.5,0.0,0.3,0.1,0.0,11286.0,93.9,0.2,2.3,0.4,0.0,3.7,11286.0,7.9,6.6,0.1,0.1,1.1,92.1,89.4,0.2,1.9,0.2,0.0,0.0,0.5,0.0,0.5,(X),80235.0
1526,NORTH DAKOTA,Nonmetropolitan County,Williams,Williams County,16,0.0,0.0,2,14,122,16,84,22,1.0,21194.0,50.6,49.4,6.4,6.0,6.3,6.8,6.7,12.5,10.9,16.3,6.5,5.8,7.5,5.3,2.9,(X),77.0,73.1,18.8,15.7,16315.0,50.5,49.5,3327.0,41.1,58.9,21194.0,97.4,2.6,97.4,92.1,0.1,4.1,0.0,2.5,0.4,0.2,0.5,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.5,2.6,0.3,2.1,0.2,0.0,21194.0,94.7,0.4,6.2,0.6,0.1,0.5,21194.0,1.8,1.0,0.0,0.0,0.8,98.2,90.4,0.1,4.1,0.5,0.1,0.3,2.6,0.0,2.6,(X),92537.0
1527,OHIO,Metropolitan County,Allen,Allen County,79,1.0,11.0,2,65,439,79,330,30,1.0,351332.0,48.8,51.2,7.5,7.7,7.3,7.4,6.6,13.3,13.4,14.3,6.3,4.6,5.9,4.1,1.7,(X),72.8,68.7,14.2,11.6,255870.0,48.1,51.9,40853.0,41.6,58.4,351332.0,97.5,2.5,97.5,80.4,11.7,0.3,0.1,0.0,0.0,0.0,2.5,0.6,0.3,0.3,0.1,0.2,0.2,0.9,0.1,0.0,0.0,0.0,0.0,2.6,2.5,1.1,0.4,0.3,0.1,351332.0,82.6,13.1,0.9,2.9,0.1,3.0,351332.0,6.2,4.7,0.4,0.1,1.0,93.8,77.4,11.6,0.2,2.5,0.0,0.1,2.0,0.0,2.0,(X),66194.0
1528,OHIO,Metropolitan County,Ashtabula,Ashtabula County,79,1.0,9.0,4,65,238,41,174,23,5.0,101867.0,49.6,50.4,6.2,6.5,6.9,7.0,5.3,11.1,13.5,15.6,7.2,5.4,7.7,5.3,2.2,(X),75.9,72.5,18.0,15.2,77322.0,49.3,50.7,15500.0,43.3,56.7,101867.0,97.9,2.1,97.9,93.2,3.5,0.2,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.1,0.8,0.4,0.3,0.1,101867.0,95.2,4.6,1.0,0.5,0.0,1.0,101867.0,3.3,1.4,1.4,0.1,0.3,96.7,91.0,3.4,0.2,0.2,0.0,0.3,1.7,0.0,1.7,(X),58152.0
