Unnamed: 0,State,Metropolitan.Nonmetropolitan,County,County.2,Violent.crime,Murder.and.nonnegligent.manslaughter,Rape,Robbery,Aggravated.assault,Property.crime,Burglary,Larceny..theft,Motor.vehicle.theft,Arson1,Percent..SEX.AND.AGE..Total.population,Percent..SEX.AND.AGE..Male,Percent..SEX.AND.AGE..Female,Percent..SEX.AND.AGE..Under.5.years,Percent..SEX.AND.AGE..5.to.9.years,Percent..SEX.AND.AGE..10.to.14.years,Percent..SEX.AND.AGE..15.to.19.years,Percent..SEX.AND.AGE..20.to.24.years,Percent..SEX.AND.AGE..25.to.34.years,Percent..SEX.AND.AGE..35.to.44.years,Percent..SEX.AND.AGE..45.to.54.years,Percent..SEX.AND.AGE..55.to.59.years,Percent..SEX.AND.AGE..60.to.64.years,Percent..SEX.AND.AGE..65.to.74.years,Percent..SEX.AND.AGE..75.to.84.years,Percent..SEX.AND.AGE..85.years.and.over,Percent..SEX.AND.AGE..Median.age..years.,Percent..SEX.AND.AGE..18.years.and.over,Percent..SEX.AND.AGE..21.years.and.over,Percent..SEX.AND.AGE..62.years.and.over,Percent..SEX.AND.AGE..65.years.and.over,Percent..SEX.AND.AGE..18.years.and.over.1,Percent..SEX.AND.AGE..Male.1,Percent..SEX.AND.AGE..Female.1,Percent..SEX.AND.AGE..65.years.and.over.1,Percent..SEX.AND.AGE..Male.2,Percent..SEX.AND.AGE..Female.2,Percent..RACE..Total.population,Percent..RACE..One.race,Percent..RACE..Two.or.more.races,Percent..RACE..One.race.1,Percent..RACE..One.race..White,Percent..RACE..One.race..Black.or.African.American,Percent..RACE..One.race..American.Indian.and.Alaska.Native,Percent..RACE..One.race..American.Indian.and.Alaska.Native..Cherokee.tribal.grouping,Percent..RACE..One.race..American.Indian.and.Alaska.Native..Chippewa.tribal.grouping,Percent..RACE..One.race..American.Indian.and.Alaska.Native..Navajo.tribal.grouping,Percent..RACE..One.race..American.Indian.and.Alaska.Native..Sioux.tribal.grouping,Percent..RACE..One.race..Asian,Percent..RACE..One.race..Asian..Asian.Indian,Percent..RACE..One.race..Asian..Chinese,Percent..RACE..One.race..Asian..Filipino,Percent..RACE..One.race..Asian..Japanese,Percent..RACE..One.race..Asian..Korean,Percent..RACE..One.race..Asian..Vietnamese,Percent..RACE..One.race..Asian..Other.Asian,Percent..RACE..One.race..Native.Hawaiian.and.Other.Pacific.Islander,Percent..RACE..One.race..Native.Hawaiian.and.Other.Pacific.Islander..Native.Hawaiian,Percent..RACE..One.race..Native.Hawaiian.and.Other.Pacific.Islander..Guamanian.or.Chamorro,Percent..RACE..One.race..Native.Hawaiian.and.Other.Pacific.Islander..Samoan,Percent..RACE..One.race..Native.Hawaiian.and.Other.Pacific.Islander..Other.Pacific.Islander,Percent..RACE..One.race..Some.other.race,Percent..RACE..Two.or.more.races.1,Percent..RACE..Two.or.more.races..White.and.Black.or.African.American,Percent..RACE..Two.or.more.races..White.and.American.Indian.and.Alaska.Native,Percent..RACE..Two.or.more.races..White.and.Asian,Percent..RACE..Two.or.more.races..Black.or.African.American.and.American.Indian.and.Alaska.Native,Percent..RACE..Race.alone.or.in.combination.with.one.or.more.other.races..Total.population,Percent..RACE..White,Percent..RACE..Black.or.African.American,Percent..RACE..American.Indian.and.Alaska.Native,Percent..RACE..Asian,Percent..RACE..Native.Hawaiian.and.Other.Pacific.Islander,Percent..RACE..Some.other.race,Percent..HISPANIC.OR.LATINO.AND.RACE..Total.population,Percent..HISPANIC.OR.LATINO.AND.RACE..Hispanic.or.Latino..of.any.race.,Percent..HISPANIC.OR.LATINO.AND.RACE..Hispanic.or.Latino..of.any.race...Mexican,Percent..HISPANIC.OR.LATINO.AND.RACE..Hispanic.or.Latino..of.any.race...Puerto.Rican,Percent..HISPANIC.OR.LATINO.AND.RACE..Hispanic.or.Latino..of.any.race...Cuban,Percent..HISPANIC.OR.LATINO.AND.RACE..Hispanic.or.Latino..of.any.race...Other.Hispanic.or.Latino,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..White.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Black.or.African.American.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..American.Indian.and.Alaska.Native.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Asian.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Native.Hawaiian.and.Other.Pacific.Islander.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Some.other.race.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Two.or.more.races,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Two.or.more.races..Two.races.including.Some.other.race,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Two.or.more.races..Two.races.excluding.Some.other.race..and.Three.or.more.races,Percent..Total.housing.units,Median_Income_2023
30,ALABAMA,Nonmetropolitan County,Bullock,Bullock County,11,0.0,0.0,1,10,38,12,21,5,2.0,10923.0,53.5,46.5,5.9,5.3,6.9,8.7,6.3,12.0,13.1,16.0,8.0,5.6,6.7,3.4,2.1,(X),77.1,72.1,14.5,12.2,8427.0,53.4,46.6,1328.0,36.4,63.6,10923.0,99.2,0.8,99.2,23.7,74.2,0.2,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.6,0.0,0.0,0.8,0.0,0.0,0.0,0.1,10923.0,24.3,75.1,0.9,0.4,0.7,0.0,10923.0,1.6,1.6,0.0,0.0,0.0,98.4,22.1,74.2,0.2,0.4,0.6,0.0,0.8,0.0,0.8,(X),36204.0
31,ALABAMA,Nonmetropolitan County,Chambers,Chambers County,26,0.0,3.0,2,21,147,27,96,24,0.0,34579.0,47.5,52.5,6.0,6.5,6.7,6.6,5.6,11.7,13.0,14.6,6.6,6.5,8.7,5.5,2.1,(X),76.5,73.0,19.9,16.3,26469.0,46.6,53.4,5631.0,39.8,60.2,34579.0,98.8,1.2,98.8,59.1,39.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,0.3,0.6,0.1,0.1,34579.0,60.1,39.4,0.7,0.5,0.1,0.3,34579.0,1.5,1.1,0.2,0.0,0.2,98.5,58.2,39.1,0.0,0.4,0.0,0.0,0.7,0.0,0.6,(X),50390.0
32,ALABAMA,Nonmetropolitan County,Cherokee,Cherokee County,49,0.0,11.0,3,35,264,65,169,30,7.0,25700.0,49.8,50.2,5.2,4.9,7.1,6.1,4.5,10.7,13.0,15.7,9.3,6.0,11.1,4.6,1.8,(X),79.2,76.1,21.0,17.5,20363.0,48.9,51.1,4504.0,45.3,54.7,25700.0,99.1,0.9,99.1,92.8,4.7,0.8,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.5,0.9,0.2,0.4,0.2,0.1,25700.0,93.6,4.9,1.2,0.4,0.1,0.6,25700.0,1.2,0.7,0.2,0.1,0.3,98.8,92.1,4.7,0.8,0.3,0.1,0.0,0.8,0.0,0.8,(X),56400.0
33,ALABAMA,Nonmetropolitan County,Choctaw,Choctaw County,9,0.0,1.0,0,8,51,19,25,7,0.0,14111.0,48.6,51.4,5.7,7.0,6.1,7.1,4.7,8.8,14.0,15.2,6.4,7.5,9.8,5.6,2.0,(X),76.9,72.9,21.8,17.4,10850.0,47.1,52.9,2462.0,42.7,57.3,14111.0,98.8,1.2,98.8,55.4,43.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,0.0,0.9,0.0,0.0,14111.0,56.5,43.2,0.9,0.3,0.0,0.4,14111.0,0.4,0.1,0.0,0.0,0.3,99.6,55.4,42.9,0.0,0.3,0.0,0.0,1.0,0.2,0.9,(X),47432.0
34,ALABAMA,Nonmetropolitan County,Clarke,Clarke County,36,1.0,1.0,4,30,73,12,44,17,0.0,26255.0,47.1,52.9,5.9,6.7,8.0,9.7,5.6,8.9,14.5,13.3,6.3,5.9,8.7,4.5,2.0,(X),74.3,68.1,18.8,15.3,19508.0,46.5,53.5,4010.0,42.4,57.6,26255.0,99.3,0.7,99.3,55.0,41.9,1.8,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.1,0.3,0.0,0.3,26255.0,55.5,42.3,2.4,0.4,0.0,0.1,26255.0,0.9,0.6,0.0,0.0,0.3,99.1,54.2,41.8,1.8,0.4,0.0,0.1,0.7,0.0,0.7,(X),50868.0
35,ALABAMA,Nonmetropolitan County,Clay,Clay County,16,0.0,1.0,0,15,51,17,34,0,0.0,14040.0,49.0,51.0,5.5,6.5,6.8,5.3,5.8,11.0,14.7,13.7,7.7,5.1,8.8,5.4,3.7,(X),77.7,75.0,20.9,17.9,10915.0,48.5,51.5,2514.0,44.6,55.4,14040.0,98.6,1.4,98.6,82.4,15.4,0.4,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.4,0.6,0.8,0.0,0.0,14040.0,83.7,16.0,1.2,0.0,0.0,0.5,14040.0,2.6,1.5,0.3,0.7,0.0,97.4,80.3,15.4,0.4,0.0,0.0,0.0,1.3,0.0,1.3,(X),52077.0
36,ALABAMA,Nonmetropolitan County,Cleburne,Cleburne County,19,3.0,0.0,0,16,111,29,81,1,0.0,14823.0,49.9,50.1,6.2,6.8,6.3,7.0,5.3,11.3,13.9,14.4,6.3,6.7,9.3,4.8,1.6,(X),76.0,72.7,19.5,15.7,11268.0,49.3,50.7,2332.0,44.4,55.6,14823.0,98.8,1.2,98.8,94.3,4.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,0.4,0.7,0.1,0.0,14823.0,95.5,4.5,0.9,0.1,0.0,0.2,14823.0,1.4,1.3,0.1,0.0,0.0,98.6,93.0,4.1,0.2,0.0,0.0,0.1,1.2,0.1,1.1,(X),59526.0
37,ALABAMA,Nonmetropolitan County,Coffee,Coffee County,26,1.0,3.0,0,22,122,30,80,12,3.0,48349.0,49.1,50.9,6.7,6.3,6.9,6.6,6.4,12.9,14.0,13.7,6.8,5.1,8.1,4.6,1.9,(X),75.8,72.4,17.3,14.5,36666.0,48.6,51.4,7032.0,42.3,57.7,48349.0,97.5,2.5,97.5,77.5,17.3,0.9,0.2,0.0,0.0,0.0,1.1,0.1,0.2,0.1,0.0,0.6,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.6,2.5,0.4,1.2,0.4,0.0,48349.0,79.8,17.9,2.2,1.7,0.3,0.9,48349.0,5.6,3.0,1.0,0.0,1.5,94.4,73.0,17.2,0.7,1.0,0.0,0.2,2.3,0.1,2.2,(X),64737.0
38,ALABAMA,Nonmetropolitan County,Conecuh,Conecuh County,1,0.0,0.0,1,0,0,0,0,0,0.0,13382.0,50.9,49.1,6.1,5.9,7.0,9.0,5.4,9.4,10.5,15.4,7.6,6.4,9.4,5.7,2.3,(X),76.1,71.2,21.7,17.3,10180.0,47.3,52.7,2321.0,43.8,56.2,13382.0,99.3,0.7,99.3,52.1,46.2,0.9,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,13382.0,52.8,46.2,1.7,0.0,0.0,0.0,13382.0,0.3,0.3,0.0,0.0,0.0,99.7,51.8,46.2,0.9,0.0,0.0,0.0,0.7,0.0,0.7,(X),46702.0
39,ALABAMA,Nonmetropolitan County,Covington,Covington County,1,0.0,0.0,0,1,8,2,5,1,0.0,37608.0,48.5,51.5,6.2,5.9,6.5,7.1,5.2,10.9,12.7,14.6,6.4,6.5,9.7,6.4,2.0,(X),77.3,72.7,21.9,18.1,29071.0,47.4,52.6,6796.0,41.2,58.8,37608.0,99.4,0.6,99.4,84.8,12.9,0.2,0.1,0.0,0.0,0.0,0.5,0.0,0.4,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.8,0.6,0.4,0.2,0.0,0.0,37608.0,85.5,13.3,0.4,0.5,0.1,0.8,37608.0,1.3,0.9,0.2,0.0,0.2,98.7,84.3,12.9,0.2,0.5,0.1,0.1,0.6,0.0,0.6,(X),50119.0
40,ALABAMA,Nonmetropolitan County,Crenshaw,Crenshaw County,5,0.0,1.0,0,4,18,3,14,1,1.0,13928.0,48.4,51.6,6.0,6.9,6.4,7.2,4.9,11.4,13.4,14.4,6.3,6.8,8.8,6.1,1.3,(X),76.2,72.7,20.1,16.2,10607.0,47.4,52.6,2262.0,39.3,60.7,13928.0,98.7,1.3,98.7,73.2,20.8,0.8,0.1,0.0,0.0,0.0,3.8,0.0,0.0,0.1,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.6,0.4,0.2,0.0,13928.0,74.5,21.5,1.2,4.2,0.1,0.0,13928.0,1.3,1.1,0.1,0.0,0.1,98.7,71.9,20.8,0.8,3.8,0.0,0.0,1.3,0.0,1.3,(X),49128.0
41,ALABAMA,Nonmetropolitan County,Cullman,Cullman County,78,4.0,13.0,2,59,644,119,431,94,4.0,79941.0,49.7,50.3,6.2,6.4,6.8,6.7,6.0,12.1,13.2,14.5,7.0,5.5,8.8,4.9,1.8,(X),76.5,72.4,18.3,15.5,61176.0,48.9,51.1,12399.0,42.9,57.1,79941.0,98.7,1.3,98.7,96.1,0.9,0.7,0.5,0.0,0.0,0.0,0.4,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.6,1.3,0.3,0.6,0.0,0.0,79941.0,97.3,1.5,1.5,0.5,0.0,0.7,79941.0,4.0,3.4,0.1,0.1,0.4,96.0,93.2,0.8,0.7,0.4,0.0,0.0,0.9,0.1,0.9,(X),61231.0
42,ALABAMA,Nonmetropolitan County,Dale,Dale County,37,2.0,5.0,1,29,75,13,55,7,1.0,49730.0,49.3,50.7,7.5,7.5,5.9,6.8,7.0,14.4,12.6,13.7,6.3,5.2,7.6,4.1,1.6,(X),75.0,71.2,16.3,13.3,37294.0,48.7,51.3,6607.0,42.6,57.4,49730.0,97.3,2.7,97.3,75.0,19.9,0.2,0.1,0.0,0.0,0.0,1.3,0.1,0.0,0.2,0.3,0.4,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.8,2.7,0.8,1.1,0.3,0.2,49730.0,77.5,21.1,1.7,1.6,0.2,0.9,49730.0,5.2,2.5,1.7,0.0,0.9,94.8,71.3,19.4,0.2,1.2,0.1,0.1,2.5,0.0,2.5,(X),54697.0
43,ALABAMA,Nonmetropolitan County,Dallas,Dallas County,93,6.0,5.0,7,75,303,59,170,74,4.0,44066.0,46.1,53.9,7.3,8.1,6.6,7.9,6.4,11.1,12.0,15.0,6.1,5.7,7.7,4.4,1.6,(X),73.0,68.7,17.1,13.7,32180.0,44.6,55.4,6041.0,40,60,44066.0,99.7,0.3,99.7,30.0,68.8,0.1,0.1,0.0,0.0,0.0,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.1,0.0,0.0,0.1,44066.0,30.1,69.1,0.3,0.4,0.0,0.4,44066.0,0.7,0.5,0.1,0.0,0.1,99.3,29.9,68.7,0.1,0.4,0.0,0.0,0.3,0.0,0.3,(X),39013.0
44,ALABAMA,Nonmetropolitan County,DeKalb,DeKalb County,27,0.0,4.0,0,23,157,20,115,22,0.0,70038.0,49.4,50.6,7.4,6.9,7.3,6.6,5.6,13.4,13.0,14.2,5.9,5.9,7.9,4.4,1.4,(X),74.0,70.6,17.3,13.7,51816.0,48.6,51.4,9567.0,42.2,57.8,70038.0,98.2,1.8,98.2,92.5,1.6,1.6,0.8,0.1,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.2,1.8,0.3,1.2,0.0,0.0,70038.0,94.1,2.1,2.8,0.4,0.1,2.4,70038.0,12.2,9.3,0.2,0.3,2.4,87.8,83.0,1.5,1.3,0.3,0.0,0.1,1.6,0.1,1.5,(X),50614.0
45,ALABAMA,Nonmetropolitan County,Fayette,Fayette County,10,0.0,2.0,0,8,17,5,8,4,0.0,17472.0,48.8,51.2,5.6,5.7,7.5,6.9,5.1,10.1,11.9,15.6,7.4,6.2,10.4,5.9,1.6,(X),77.4,73.5,21.5,18.0,13524.0,47.8,52.2,3139.0,43.3,56.7,17472.0,98.1,1.9,98.1,86.6,11.2,0.2,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.7,0.7,0.0,0.1,17472.0,88.4,12.0,1.0,0.2,0.0,0.4,17472.0,1.1,0.6,0.3,0.0,0.2,98.9,85.8,11.2,0.1,0.2,0.0,0.0,1.6,0.2,1.4,(X),49235.0
46,ALABAMA,Nonmetropolitan County,Franklin,Franklin County,35,0.0,7.0,0,28,129,26,79,24,1.0,31383.0,49.6,50.4,6.9,7.2,6.4,6.9,6.1,11.6,14.8,13.9,5.5,5.9,8.4,5.0,1.4,(X),75.4,71.0,18.1,14.8,23652.0,49.1,50.9,4655.0,42.7,57.3,31383.0,98.9,1.1,98.9,87.3,4.2,0.9,0.4,0.0,0.0,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,5.9,1.1,0.4,0.4,0.0,0.0,31383.0,88.4,4.6,1.4,0.2,0.4,6.1,31383.0,13.2,7.7,0.2,0.1,5.2,86.8,81.2,4.1,0.6,0.2,0.0,0.0,0.8,0.0,0.8,(X),49682.0
47,ALABAMA,Nonmetropolitan County,Jackson,Jackson County,47,1.0,11.0,0,35,162,35,101,26,3.0,53386.0,49.1,50.9,5.8,6.5,6.6,6.6,5.3,11.5,13.3,15.2,6.8,6.8,9.4,5.0,1.2,(X),77.0,73.4,19.3,15.6,41131.0,48.4,51.6,8338.0,43.8,56.2,53386.0,97.2,2.8,97.2,92.1,3.3,1.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.8,0.5,1.9,0.2,0.1,53386.0,94.8,3.9,3.2,0.4,0.1,0.4,53386.0,2.3,1.5,0.1,0.1,0.6,97.7,90.3,3.3,1.2,0.2,0.0,0.0,2.7,0.0,2.7,(X),51479.0
48,ALABAMA,Nonmetropolitan County,Lamar,Lamar County,3,0.0,0.0,1,2,14,3,8,3,0.0,14743.0,48.0,52.0,6.0,6.8,6.2,6.0,5.3,10.6,12.6,14.8,7.9,5.9,10.4,5.8,1.9,(X),77.2,73.8,21.7,18.0,11379.0,47.8,52.2,2657.0,41.6,58.4,14743.0,99.5,0.5,99.5,87.0,12.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.1,0.3,0.1,0.0,14743.0,87.4,12.3,0.6,0.1,0.0,0.1,14743.0,1.2,1.1,0.0,0.0,0.0,98.8,85.9,12.2,0.2,0.0,0.0,0.0,0.4,0.0,0.4,(X),50929.0
49,ALABAMA,Nonmetropolitan County,Marion,Marion County,11,0.0,1.0,0,10,49,16,21,12,0.0,30792.0,49.5,50.5,5.8,5.8,6.1,6.3,5.1,10.9,13.7,14.9,6.9,6.5,10.4,5.9,1.8,(X),78.3,74.9,21.7,18.1,24125.0,48.6,51.4,5560.0,42.4,57.6,30792.0,98.6,1.4,98.6,93.7,2.9,0.2,0.1,0.0,0.0,0.0,0.8,0.7,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.4,0.4,0.6,0.3,0.0,30792.0,95.0,3.3,0.8,1.2,0.0,1.0,30792.0,1.9,1.8,0.0,0.0,0.1,98.1,92.8,2.9,0.2,0.8,0.0,0.0,1.4,0.0,1.4,(X),48829.0
50,ALABAMA,Nonmetropolitan County,Marshall,Marshall County,40,1.0,14.0,1,24,545,454,70,21,0.0,90867.0,49.2,50.8,7.4,6.6,6.9,6.9,5.8,12.5,13.5,13.9,6.8,5.2,8.3,4.6,1.6,(X),74.8,70.8,17.5,14.5,67933.0,48.4,51.6,13204.0,42.1,57.9,90867.0,98.6,1.4,98.6,93.9,1.6,0.8,0.4,0.0,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.0,1.8,1.4,0.4,0.5,0.1,0.1,90867.0,95.1,2.2,1.4,0.7,0.1,2.0,90867.0,10.9,7.2,0.2,0.4,3.1,89.1,85.3,1.6,0.7,0.5,0.1,0.0,1.1,0.0,1.1,(X),59882.0
51,ALABAMA,Nonmetropolitan County,Monroe,Monroe County,16,0.0,0.0,0,16,31,4,20,7,1.0,23329.0,48.3,51.7,6.0,6.2,8.7,7.7,5.4,10.5,12.9,15.1,6.5,6.0,8.0,4.4,2.5,(X),74.1,70.1,17.9,14.9,17286.0,47.4,52.6,3479.0,42.2,57.8,23329.0,98.4,1.6,98.4,55.6,40.6,1.3,0.1,0.0,0.0,0.0,0.4,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.6,0.8,0.3,0.1,0.1,23329.0,57.1,41.6,1.7,0.5,0.0,0.7,23329.0,1.1,1.0,0.1,0.0,0.0,98.9,55.3,40.6,1.3,0.4,0.0,0.0,1.4,0.0,1.4,(X),49314.0
52,ALABAMA,Nonmetropolitan County,Perry,Perry County,0,0.0,0.0,0,0,0,0,0,0,0.0,10684.0,45.9,54.1,6.8,6.8,7.2,10.4,6.7,11.9,10.0,12.3,6.0,5.8,9.0,5.2,1.9,(X),74.6,67.7,19.7,16.1,7972.0,44.5,55.5,1719.0,41.7,58.3,10684.0,98.9,1.1,98.9,29.7,69.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.1,0.0,0.0,10684.0,30.8,70.0,1.3,0.0,0.0,0.0,10684.0,1.2,0.2,0.0,0.0,1.0,98.8,29.5,68.0,0.2,0.0,0.0,0.0,1.1,0.0,1.1,(X),34176.0
53,ALABAMA,Nonmetropolitan County,Pike,Pike County,14,0.0,1.0,0,13,53,8,38,7,1.0,32147.0,47.3,52.7,5.6,5.5,6.1,10.4,14.4,11.4,11.1,12.0,5.8,5.1,7.1,3.8,1.6,(X),78.9,69.4,15.2,12.5,25363.0,46.5,53.5,4016.0,42.7,57.3,32147.0,98.5,1.5,98.5,59.0,36.3,0.8,0.1,0.0,0.0,0.0,1.9,0.6,0.6,0.0,0.1,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.7,0.2,0.1,0.0,32147.0,60.1,37.4,1.2,2.0,0.0,0.9,32147.0,2.2,1.5,0.6,0.0,0.1,97.8,57.7,36.3,0.8,1.9,0.0,0.0,1.1,0.0,1.1,(X),50675.0
54,ALABAMA,Nonmetropolitan County,Randolph,Randolph County,49,0.0,4.0,0,45,149,31,118,0,61.0,22817.0,49.3,50.7,6.2,6.0,7.2,7.6,5.8,9.9,13.3,14.2,7.7,5.3,9.2,6.3,1.2,(X),76.3,71.5,19.5,16.7,17411.0,48.0,52.0,3813.0,41.8,58.2,22817.0,98.8,1.2,98.8,77.2,21.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.2,0.4,0.4,0.0,0.4,22817.0,78.0,21.8,1.2,0.0,0.0,0.3,22817.0,2.5,2.2,0.1,0.0,0.1,97.5,75.5,20.7,0.2,0.0,0.0,0.0,1.2,0.0,1.2,(X),57148.0
55,ALABAMA,Nonmetropolitan County,Sumter,Sumter County,0,0.0,0.0,0,0,2,0,1,1,0.0,13871.0,45.6,54.4,6.0,4.7,8.2,11.0,7.8,10.1,11.2,14.8,6.8,4.7,7.2,5.2,2.3,(X),76.0,69.1,18.2,14.7,10548.0,44.0,56.0,2038.0,37.2,62.8,13871.0,99.3,0.7,99.3,24.4,73.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.7,0.3,0.0,0.0,0.3,13871.0,24.8,74.1,0.3,0.0,0.0,1.5,13871.0,0.7,0.2,0.1,0.0,0.5,99.3,24.1,73.5,0.0,0.0,0.0,1.1,0.6,0.0,0.6,(X),37021.0
56,ALABAMA,Nonmetropolitan County,Talladega,Talladega County,79,2.0,3.0,3,71,311,85,177,49,1.0,82347.0,48.7,51.3,6.1,6.2,7.1,7.2,5.8,12.2,14.1,15.0,6.8,5.8,7.8,4.5,1.4,(X),76.2,71.8,17.1,13.7,62756.0,48.2,51.8,11296.0,41.9,58.1,82347.0,99.1,0.9,99.1,65.7,31.9,0.3,0.1,0.0,0.0,0.0,0.4,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.9,0.2,0.4,0.1,0.1,82347.0,66.5,32.2,0.7,0.5,0.0,0.9,82347.0,1.9,1.5,0.1,0.1,0.2,98.1,64.8,31.7,0.2,0.4,0.0,0.0,0.8,0.0,0.8,(X),59491.0
57,ALABAMA,Nonmetropolitan County,Tallapoosa,Tallapoosa County,8,0.0,3.0,0,5,61,14,38,9,1.0,41534.0,48.3,51.7,5.9,5.6,6.8,6.9,5.6,10.8,12.9,14.7,6.9,6.9,9.5,5.2,2.2,(X),77.3,73.4,20.8,16.9,32088.0,47.4,52.6,7003.0,42.6,57.4,41534.0,98.6,1.4,98.6,71.2,26.7,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.4,0.2,0.5,0.1,0.3,41534.0,72.1,27.5,1.0,0.1,0.0,0.7,41534.0,2.1,1.7,0.3,0.0,0.1,97.9,69.8,26.7,0.1,0.1,0.0,0.0,1.3,0.1,1.1,(X),60583.0
58,ALABAMA,Nonmetropolitan County,Washington,Washington County,24,0.0,0.0,1,23,78,20,46,12,2.0,17556.0,50.8,49.2,5.5,7.6,8.2,7.5,5.6,9.6,14.1,15.0,5.7,6.9,8.1,4.5,1.9,(X),74.1,69.6,18.0,14.4,13016.0,48.4,51.6,2532.0,45.3,54.7,17556.0,99.3,0.7,99.3,65.3,25.4,7.8,0.4,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.3,0.0,0.0,0.0,0.0,0.7,0.1,0.6,0.1,0.0,17556.0,66.1,25.6,8.4,0.4,0.3,0.0,17556.0,0.8,0.8,0.0,0.0,0.0,99.2,65.2,24.8,7.8,0.3,0.3,0.0,0.7,0.0,0.7,(X),57311.0
